Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Available for sale [Route 98 - Minimart],Price [Route 98 - Minimart],In stock [Route 98 - Minimart],Low stock [Route 98 - Minimart],IMAGE LINK
silka-(whitening-herbal-soap),10247,SILKA (WHITENING HERBAL SOAP),HOME ESSENTIALS,,N,,,,,,,18.2,4806507832481,,,Y,Y,22,9,5,
silver-swan-soy-sauce-1l,10061,SILVER SWAN SOY SAUCE 1L,FOOD,,N,,,,,,,0,4800344001628,,,Y,Y,56,3,,
silver-swan-soy-sauce-200ml,10065,SILVER SWAN SOY SAUCE 200ML,FOOD,,N,,,,,,,0,4800344001949,,,Y,Y,13,54,,
silver-swan-soy-sauce-25ml,10038,SILVER SWAN SOY SAUCE 25ML,FOOD,,N,,,,,,,0,4800344001925,,,Y,Y,3,248,,
silver-swan-suka,10062,SILVER SWAN SUKA 1L,FOOD,,N,,,,,,,0,4800344004629,,,Y,Y,45,3,,
silver-swan-suka-200ml,10064,SILVER SWAN SUKA 200ML,FOOD,,N,,,,,,,0,4800344004940,,,Y,Y,11,55,,
silver-swan-suka-25ml,10037,SILVER SWAN SUKA 25ML,FOOD,,N,,,,,,,0,4800344004926,,,Y,Y,3,133,,
sisters-dry-maxi-8,10032,SISTERS DRY MAXI 8,FEMININE CARE,<p>DRY MAXI GREEN</p>,N,,,,,,,0,4806506318955,,,Y,Y,28,28,,
sisters-night-plus-w/-wings-8pcs,10033,SISTERS NIGHT PLUS W/ WINGS 8PCS,FEMININE CARE,<p>SISTERS BLUE</p>,N,,,,,,,0,4806506318856,,,Y,Y,40,20,,
sisters-pantyliners-8pcs,10075,SISTERS PANTYLINERS 8PCS,FEMININE CARE,,N,,,,,,,0,4806506318870,,,Y,Y,15,32,,
skyflakes-condensada,10329,SKYFLAKES CONDENSADA,FOOD,,N,,,,,,,6.95,,,,Y,Y,9.98,10,,
skyflakes-cracker,10374,SKYFLAKES CRACKER,SNACKS,,N,,,,,,,6,750515018402,,,Y,Y,9.98,9,4,
skyflakes-cracker-10pack,10373,SKYFLAKES CRACKER 1PACK,SNACKS,,N,,,,,,,60,750515018501,,,Y,Y,84.98,1,,
skyflakes-tsokolate,10328,SKYFLAKES TSOKOLATE,FOOD,,N,,,,,,,7.28,750515031029,,,Y,Y,9.98,9,,
sm-flavored-beer,10085,SM FLAVORED BEER APPLE,DRINKS,,N,,,,,,,41,4801032281049,,,Y,Y,53,8,,
sm-pale-pilsen,10086,SM PALE PILSEN 320ML,DRINKS,,N,,,,,,,45,4801032111025,,,Y,Y,58,24,,
sm-pale-pilsen-grande,10087,SM PALE PILSEN GRANDE,DRINKS,,N,,,,,,,115,4801032111131,,,Y,Y,130,6,,
speed-bar-blue,10094,SPEED BAR BLUE,Cleaning/Laundry Supplies,,N,,,,,,,0,4806020497310,,,Y,Y,25,34,,
speed-bar-kalamansi,10097,SPEED BAR KALAMANSI,Cleaning/Laundry Supplies,,N,,,,,,,0,4806020497334,,,Y,Y,25,5,,
speed-bar-speckled-blue,10098,SPEED BAR SPECKLED BLUE,Cleaning/Laundry Supplies,,N,,,,,,,0,4806020497341,,,Y,Y,26,53,,
speed-bar-w/-fabcon,10096,SPEED BAR W/ FABCON,Cleaning/Laundry Supplies,,N,,,,,,,0,4806020497471,,,N,Y,27,,,
spirax-s1-atf-tasa-1l,1035..,SPIRAX S1 ATF TASA 1L,SHELL,,N,,,,,,,0,5011987043893,,,Y,Y,379,15,,
sprcrnch-cheese,10159,SPRCRNCH CHEESE,SNACKS,,N,,,,,,,0,4800365101215,,,Y,Y,12,9,,
springmaid-toothbrush,10311,SPRINGMAID TOOTHBRUSH,HOME ESSENTIALS,,N,,,,,,,0,4806014881750,,,N,Y,15,,,
sprite-1.5l,10114,SPRITE 1.5L,DRINKS,,N,,,,,,,0,4801981116270,,,Y,Y,75,8,,
sprite-237ml,10125,SPRITE 237ML,DRINKS,,N,,,,,,,0,,,,Y,Y,18,24,,
sting-290ml-1,10253,STING 290ML,DRINKS,,N,,,,,,,16.75,480392503355,,,Y,Y,23,16,,
sting-strwbrry-320ml,10192,STING STRWBRRY 320ML,DRINKS,,N,,,,,,,0,4803925033421,,,Y,Y,25,-2,,
sukamod,10063,SUKAMOD,FOOD,,N,,,,,,,0,,,,Y,Y,40,8,,
sulit-bar-speckled-blue,10100,SULIT BAR SPECKLED BLUE,Cleaning/Laundry Supplies,,N,,,,,,,0,4806020492032,,,Y,Y,24,2,,
summit-(1000ml),10257,SUMMIT (1000ML),DRINKS,,N,,,,,,,0,4800014142088,,,Y,Y,25,1,5,
sunsilk-smth&mngbl-15ml,10271,SUNSILK SMTH&MNGBL 15ML,BATH ESSENTIALS,,N,,,,,,,6,4800888169716,,,Y,Y,8.98,21,,
supercrnch-beef,10162,SUPER CRUNCH BEEFY BBQ 55G,SNACKS,,N,,,,,,,10.5,4800365101222,,,Y,Y,14.98,9,,
supercrnch-cheese,10186,SUPER CRUNCH CHEESE 5G,SNACKS,,N,,,,,,,10.5,4800365101215,,,Y,Y,14.98,4,,
supercrnch-spcl,10163,SUPER CRUNCH SPECIAL CHIP CHARON 32G,SNACKS,,N,,,,,,,10.5,4800365701057,,,Y,Y,14.98,-1,,
surf-bar-blue,10102,SURF BAR BLUE,Cleaning/Laundry Supplies,,N,,,,,,,0,4800888136701,,,Y,Y,25,1,,
surf-bar-tawas,10103,SURF BAR TAWAS,Cleaning/Laundry Supplies,,N,,,,,,,0,4800888136800,,,Y,Y,26,2,,
surf-powder-kalamansi,10105,SURF POWDER KALAMANSI,Cleaning/Laundry Supplies,,N,,,,,,,0,4800888151827,,,Y,Y,10,6,,
surf-ultra-power-liquid-(-rose-fresh),10245,SURF ULTRA POWER LIQUID ( ROSE FRESH),HOME ESSENTIALS,,N,,,,,,,7.5,4800888223395,,,Y,Y,10,12,5,
surf(cherry-blossom),10244,SURF(CHERRY BLOSSOM),HOME ESSENTIALS,,N,,,,,,,6.7,4800888189806,,,Y,Y,10,6,5,
sweetchili-chps-bbq,10157,SWEETCHILI CHPS BBQ,SNACKS,,N,,,,,,,8.25,4800365221074,,,Y,Y,11.98,12,,
swtchli-crnchps-bbq-7g,10177,SWTCHLI CRNCHPS BBQ 7G,SNACKS,,N,,,,,,,0,4800365221029,,,Y,Y,12,23,,
tagay-chiligarlic-7g,10178,TAGAY CHILIGARLIC 7G,SNACKS,,N,,,,,,,0,4800365181026,,,Y,Y,2,24,,
tanduay-rhum-65p-375,10120,TANDUAY RHUM 65P 375,DRINKS,,N,,,,,,,0,4800220504250,,,Y,Y,65,14,,
tanduay-rhum-65p-750,10122,TANDUAY RHUM 65P 750,DRINKS,,N,,,,,,,0,4800220504151,,,Y,Y,150,1,,
tattoos-corn-chips-bbq-58g,10390,TATTOOS CORN CHIPS BBQ 58G,SNACKS,,N,,,,,,,7.65,,,,Y,Y,12.98,4,,
tattoos-corn-chips-bbq-58g-1,10390Q,TATTOOS CORN CHIPS BBQ 58G,SNACKS,,N,,,,,,,7.65,4806521795922,,,Y,Y,12.98,10,,
tattoos-crnchps-cheese,10161,TATTOOS CORN CHIPS CHEESE 58G,SNACKS,,N,,,,,,,10.5,4806521795915,,,Y,Y,12.98,17,,
tattoos-crnchps-swtcrn,10160,TATTOOS CORN CHIPS SWEET CORN 58G,SNACKS,,N,,,,,,,10.5,4806521795908,,,Y,Y,12.98,4,,
tattoos-corn-tube-60g,10396,TATTOOS CORN TUBE 60G,SNACKS,,N,,,,,,,10.9,4806521790750,,,Y,Y,14.98,10,,
tattoos-tube-pizza-60g,10397,TATTOOS TUBE PIZZA 60G,SNACKS,,N,,,,,,,10.9,,,,Y,Y,14.98,10,,
tattoos-tube-pizza-60g-1,10397R,TATTOOS TUBE PIZZA 60G,SNACKS,,N,,,,,,,10.9,4806521794284,,,Y,Y,14.98,10,,
tawas-barelab-50g,10267,TAWAS BARELAB 50G,BATH ESSENTIALS,,N,,,,,,,10,74575138,,,Y,Y,15,12,,
tide-bar-w/-downy,10099,TIDE BAR W/ DOWNY,Cleaning/Laundry Supplies,,N,,,,,,,0,4902430800846,,,Y,Y,17,32,,
tide-powder-jumbo-pack-deep-clean,980000024,TIDE POWDER JUMBO PACK DEEP CLEAN,Cleaning/Laundry Supplies,,N,,,,,,,15.12,4987176345684,,,Y,Y,19.98,24,,
tide-powder-w/-downy,10106,TIDE POWDER JUMBO PACK DOWNY,Cleaning/Laundry Supplies,,N,,,,,,,0,4902430831161,,,Y,Y,16,3,,
tide-powder-jumbo-pack-garden-bloom,980000023,TIDE POWDER JUMBO PACK GARDEN BLOOM,Cleaning/Laundry Supplies,,N,,,,,,,15.12,4902430831161,,,Y,Y,19.98,24,,
toothpick,10046,TOOTHPICK,HOME ESSENTIALS,,N,,,,,,,0,6933961560259,,,N,Y,15,,,
tropicana-twister-orange,10385,TROPICANA TWISTER ORANGE,,,N,,,,,,,25.37,,,,N,Y,30,,,
tropicana-twister-orange-1,10385Q,TROPICANA TWISTER ORANGE,,,N,,,,,,,25.37,4803925051104,,,Y,Y,30,21,,
ufc-coco-cream-400ml,10035,UFC COCO CREAM 400ML,FOOD,,N,,,,,,,0,4801668608210,,,Y,Y,74,4,,
unilove-baby-wipes,10250,UNILOVE BABY WIPES,BABY ESSENTIALS,,N,,,,,,,46.33,4806525540771,,,Y,Y,79.5,18,,
unilove-squalane-wipes,10249,UNILOVE SQUALANE WIPES,HOME ESSENTIALS,,N,,,,,,,24.5,4806525547121,,,Y,Y,40,8,,
vcut-spicy-barbeque,10317@,VCUT SPICY BARBEQUE 25G,SNACKS,,N,,,,,,,16,4800016622533,,,Y,Y,21.98,11,,
vino-kulafu-350,10119,VINO KULAFU 350,DRINKS,,N,,,,,,,0,4800130300515,,,Y,Y,50,14,,
vitamilk(doublechoco)-300ml,10240,VITAMILK(DOUBLECHOCO) 300ML,DRINKS,,N,,,,,,,29.5,8851028002505,,,Y,Y,35,6,3,
whisper--floral,10077,WHISPER  FLORAL,FEMININE CARE,<p>PINK</p>,N,,,,,,,0,4902430293426,,,Y,Y,50,5,,
whisper-night-8pcs,10079,WHISPER NIGHT 8PCS,FEMININE CARE,,N,,,,,,,0,4902430867122,,,Y,Y,75,2,,
white-sugar-1/4,10058,WHITE SUGAR 1/4,FOOD,,N,,,,,,,0,,,,Y,Y,24,18,,
white-sugar-1kg,10059,WHITE SUGAR 1KG,FOOD,,N,,,,,,,0,,,,Y,Y,90,1,,
wilkins-pure-1l,10108,WILKINS PURE 1L,DRINKS,,N,,,,,,,15.91,4801981119981,,,Y,Y,25,25,,
wilkins-pure-500,10001,WILKINS PURE 500,DRINKS,,N,,,,,,,9.37,4801981107971,,,Y,Y,15,24,,
wings-powder-57g,10104,WINGS POWDER BLUE 57G,Cleaning/Laundry Supplies,,N,,,,,,,0,8998866800808,,,Y,Y,8,50,,
yakult,10193,YAKULT,DRINKS,,N,,,,,,,0,54028367911,,,Y,Y,15,0,,
youmei-ballpen,10301,YOUMEI BALLPEN,SCHOOL SUPPLIES,,N,,,,,,,7,6932808780027,,,Y,Y,10,12,,
zonrox-lemon-250,10009,ZONROX LEMON 250,Cleaning/Laundry Supplies,<p>250ML</p>,N,,,,,,,0,4800047840289,,,Y,Y,27,24,,
zonrox-orig-100,10008,ZONROX ORIG 100,Cleaning/Laundry Supplies,<p>100ML</p>,N,,,,,,,0,4800047840043,,,Y,Y,12,36,5,
zonrox-orig-1l,10010,ZONROX ORIG 1L,Cleaning/Laundry Supplies,<p>1L</p>,N,,,,,,,0,4800047840012,,,Y,Y,62,21,,
zonrox-orig-250,10015,ZONROX ORIG 250,Cleaning/Laundry Supplies,<p>250ML</p>,N,,,,,,,0,4800047840036,,,Y,Y,26,21,0,
zonrox-orig-500,10014,ZONROX ORIG 500,Cleaning/Laundry Supplies,<p>500ML</p>,N,,,,,,,0,4800047840029,,,Y,Y,35.5,9,,
zonroxcsafe225,10011,ZONROXCSAFE225,Cleaning/Laundry Supplies,<p>225ML</p>,N,,,,,,,0,4800047841729,,,Y,Y,38.5,15,,
zonroxcsafe95,10012,ZONROXCSAFE95,Cleaning/Laundry Supplies,<p>95ML</p>,N,,,,,,,0,4800047841781,,,Y,Y,15,20,5,
zonroxlemon500,10013,ZONROXLEMON500,Cleaning/Laundry Supplies,<p>500ML</p>,N,,,,,,,0,4800047840272,,,Y,Y,35.5,15,,
